n_members,force,angle,collision_time,bounces,final_height
8,50.0,27.22222222222222,0.030000000000000006,103,0.414247095762749
8,50.0,27.22222222222222,0.04000000000000001,72,0.8487616573305826
8,50.0,27.22222222222222,0.05000000000000001,56,1.412280242057741
8,50.0,27.22222222222222,0.06000000000000001,46,2.1028565283188243
8,50.0,27.22222222222222,0.07,39,2.9209916164974317
8,50.0,27.22222222222222,0.08,34,3.8569081802359757
8,50.0,27.22222222222222,0.09000000000000001,30,4.907893230142145
8,50.0,27.22222222222222,0.1,27,6.194872313578715
8,50.0,30.0,0.01,0,0.4
8,50.0,30.0,0.020000000000000004,0,0.4
8,50.0,30.0,0.030000000000000006,105,0.4014666927832537
8,50.0,30.0,0.04000000000000001,73,0.8348457294565134
8,50.0,30.0,0.05000000000000001,56,1.3978266612503039
8,50.0,30.0,0.06000000000000001,46,2.088124137878698
8,50.0,30.0,0.07,39,2.9058658487038826
8,50.0,30.0,0.08,34,3.842749057101641
8,50.0,30.0,0.09000000000000001,30,4.895271502113587
8,50.0,30.0,0.1,27,6.174517593021018
8,57.89473684210526,5.0,0.01,0,0.4
8,57.89473684210526,5.0,0.020000000000000004,0,0.4
8,57.89473684210526,5.0,0.030000000000000006,78,0.7280512820680913
8,57.89473684210526,5.0,0.04000000000000001,58,1.3183852499032582
8,57.89473684210526,5.0,0.05000000000000001,46,2.0765508720828763
8,57.89473684210526,5.0,0.06000000000000001,39,3.012409109957416
8,57.89473684210526,5.0,0.07,33,4.131717960856387
8,57.89473684210526,5.0,0.08,29,5.449240514883511
8,57.89473684210526,5.0,0.09000000000000001,26,6.625128586186071
8,57.89473684210526,5.0,0.1,23,8.77897799538923
8,57.89473684210526,7.777777777777778,0.01,0,0.4
8,57.89473684210526,7.777777777777778,0.020000000000000004,0,0.4
8,57.89473684210526,7.777777777777778,0.030000000000000006,79,0.7111199737373848
8,57.89473684210526,7.777777777777778,0.04000000000000001,59,1.3012796873964605
8,57.89473684210526,7.777777777777778,0.05000000000000001,47,2.0609315021405346
8,57.89473684210526,7.777777777777778,0.06000000000000001,39,2.9935010158356845
8,57.89473684210526,7.777777777777778,0.07,33,4.109791304224605
8,57.89473684210526,7.777777777777778,0.08,29,5.422839033454027
8,57.89473684210526,7.777777777777778,0.09000000000000001,26,6.622123318004508
8,57.89473684210526,7.777777777777778,0.1,23,8.738180463501427
8,57.89473684210526,10.555555555555555,0.01,0,0.4
8,57.89473684210526,10.555555555555555,0.020000000000000004,0,0.4
8,57.89473684210526,10.555555555555555,0.030000000000000006,80,0.6945279302897756
8,57.89473684210526,10.555555555555555,0.04000000000000001,59,1.2843480926259363
8,57.89473684210526,10.555555555555555,0.05000000000000001,47,2.0436480855023995
8,57.89473684210526,10.555555555555555,0.06000000000000001,39,2.9751417005683445
8,57.89473684210526,10.555555555555555,0.07,33,4.088776977501269
8,57.89473684210526,10.555555555555555,0.08,29,5.397695651598901
8,57.89473684210526,10.555555555555555,0.09000000000000001,26,6.617890617346097
8,57.89473684210526,10.555555555555555,0.1,23,8.699353405795181
8,57.89473684210526,13.333333333333332,0.01,0,0.4
8,57.89473684210526,13.333333333333332,0.020000000000000004,0,0.4
8,57.89473684210526,13.333333333333332,0.030000000000000006,81,0.6783077245495682
8,57.89473684210526,13.333333333333332,0.04000000000000001,59,1.2677001880616972
8,57.89473684210526,13.333333333333332,0.05000000000000001,47,2.0266742902830055
8,57.89473684210526,13.333333333333332,0.06000000000000001,39,2.9572782065766874
8,57.89473684210526,13.333333333333332,0.07,33,4.068586039028593
8,57.89473684210526,13.333333333333332,0.08,29,5.373709897213478
8,57.89473684210526,13.333333333333332,0.09000000000000001,26,6.612599521726811
8,57.89473684210526,13.333333333333332,0.1,23,8.662394824787814
8,57.89473684210526,16.11111111111111,0.01,0,0.4
8,57.89473684210526,16.11111111111111,0.020000000000000004,0,0.4
8,57.89473684210526,16.11111111111111,0.030000000000000006,82,0.6624894741880184
8,57.89473684210526,16.11111111111111,0.04000000000000001,60,1.2513656005400902
8,57.89473684210526,16.11111111111111,0.05000000000000001,47,2.0100196465391473
8,57.89473684210526,16.11111111111111,0.06000000000000001,39,2.9398793834442665
8,57.89473684210526,16.11111111111111,0.07,33,4.04915110387003
8,57.89473684210526,16.11111111111111,0.08,29,5.350799127527071
8,57.89473684210526,16.11111111111111,0.09000000000000001,26,6.606405449918543
8,57.89473684210526,16.11111111111111,0.1,23,8.62721553519437
8,57.89473684210526,18.88888888888889,0.01,0,0.4
8,57.89473684210526,18.88888888888889,0.020000000000000004,0,0.4
8,57.89473684210526,18.88888888888889,0.030000000000000006,83,0.6471010098146078
8,57.89473684210526,18.88888888888889,0.04000000000000001,60,1.235382298946497
8,57.89473684210526,18.88888888888889,0.05000000000000001,47,1.993702659654977
8,57.89473684210526,18.88888888888889,0.06000000000000001,39,2.9229301407407786
8,57.89473684210526,18.88888888888889,0.07,34,4.0065423735872745
8,57.89473684210526,18.88888888888889,0.08,29,5.328895705803433
8,57.89473684210526,18.88888888888889,0.09000000000000001,26,6.599451820857289
8,57.89473684210526,18.88888888888889,0.1,23,8.593737090927824
8,57.89473684210526,21.666666666666664,0.01,0,0.4
8,57.89473684210526,21.666666666666664,0.020000000000000004,0,0.4
8,57.89473684210526,21.666666666666664,0.030000000000000006,84,0.6321678900024134
8,57.89473684210526,21.666666666666664,0.04000000000000001,60,1.219777234451155
8,57.89473684210526,21.666666666666664,0.05000000000000001,48,1.977621989268443
8,57.89473684210526,21.666666666666664,0.06000000000000001,39,2.9064271597877522
8,57.89473684210526,21.666666666666664,0.07,34,3.991934866007874
8,57.89473684210526,21.666666666666664,0.08,29,5.307944719588015
8,57.89473684210526,21.666666666666664,0.09000000000000001,26,6.591871292751864
8,57.89473684210526,21.666666666666664,0.1,24,8.087236965332574
8,57.89473684210526,24.444444444444443,0.01,0,0.4
8,57.89473684210526,24.444444444444443,0.020000000000000004,0,0.4
8,57.89473684210526,24.444444444444443,0.030000000000000006,85,0.6177134499737975
8,57.89473684210526,24.444444444444443,0.04000000000000001,61,1.204580947169039
8,57.89473684210526,24.444444444444443,0.05000000000000001,48,1.9620957640946273
8,57.89473684210526,24.444444444444443,0.06000000000000001,39,2.890375673798102
8,57.89473684210526,24.444444444444443,0.07,34,3.977412093521043
8,57.89473684210526,24.444444444444443,0.08,29,5.287902092276233
8,57.89473684210526,24.444444444444443,0.09000000000000001,26,6.583786744261528
8,57.89473684210526,24.444444444444443,0.1,24,8.083379957996467
8,57.89473684210526,27.22222222222222,0.01,0,0.4
8,57.89473684210526,27.22222222222222,0.020000000000000004,0,0.4
8,57.89473684210526,27.22222222222222,0.030000000000000006,86,0.6037588624679888
8,57.89473684210526,27.22222222222222,0.04000000000000001,61,1.1898217215116869
8,57.89473684210526,27.22222222222222,0.05000000000000001,48,1.9469704141074466
8,57.89473684210526,27.22222222222222,0.06000000000000001,40,2.873084754565615
8,57.89473684210526,27.22222222222222,0.07,34,3.9630534012728194
8,57.89473684210526,27.22222222222222,0.08,29,5.2687329904122295
8,57.89473684210526,27.22222222222222,0.09000000000000001,26,6.575312076802579
8,57.89473684210526,27.22222222222222,0.1,24,8.078905675814022
8,57.89473684210526,30.0,0.01,0,0.4
8,57.89473684210526,30.0,0.020000000000000004,0,0.4
8,57.89473684210526,30.0,0.030000000000000006,87,0.5903232115986564
8,57.89473684210526,30.0,0.04000000000000001,62,1.1755268826634533
8,57.89473684210526,30.0,0.05000000000000001,48,1.932278981386968
8,57.89473684210526,30.0,0.06000000000000001,40,2.858320261204303
8,57.89473684210526,30.0,0.07,34,3.9489293703866237
8,57.89473684210526,30.0,0.08,30,5.194346658644812
8,57.89473684210526,30.0,0.09000000000000001,26,6.566552889826114
8,57.89473684210526,30.0,0.1,24,8.073920668418822
8,65.78947368421052,5.0,0.01,0,0.4
8,65.78947368421052,5.0,0.020000000000000004,104,0.40482316604513974
8,65.78947368421052,5.0,0.030000000000000006,68,0.9491559448812972
8,65.78947368421052,5.0,0.04000000000000001,51,1.7119093161303809
8,65.78947368421052,5.0,0.05000000000000001,41,2.6960768918393474
8,65.78947368421052,5.0,0.06000000000000001,34,3.867228276259722
8,65.78947368421052,5.0,0.07,29,5.386779868826313
8,65.78947368421052,5.0,0.08,26,6.759198084027024
8,65.78947368421052,5.0,0.09000000000000001,23,9.188314076669494
8,65.78947368421052,5.0,0.1,21,11.56100666268317
8,65.78947368421052,7.777777777777778,0.01,0,0.4
8,65.78947368421052,7.777777777777778,0.020000000000000004,0,0.4
8,65.78947368421052,7.777777777777778,0.030000000000000006,69,0.9321070139418866
8,65.78947368421052,7.777777777777778,0.04000000000000001,51,1.694545942478345
8,65.78947368421052,7.777777777777778,0.05000000000000001,41,2.6776925184918032
8,65.78947368421052,7.777777777777778,0.06000000000000001,34,3.8536909115540645
8,65.78947368421052,7.777777777777778,0.07,29,5.360431938134022
8,65.78947368421052,7.777777777777778,0.08,26,6.7563133652858784
8,65.78947368421052,7.777777777777778,0.09000000000000001,23,9.147119075180036
8,65.78947368421052,7.777777777777778,0.1,21,11.510844225800307
8,65.78947368421052,10.555555555555555,0.01,0,0.4
8,65.78947368421052,10.555555555555555,0.020000000000000004,0,0.4
8,65.78947368421052,10.555555555555555,0.030000000000000006,70,0.9153442377137875
8,65.78947368421052,10.555555555555555,0.04000000000000001,52,1.677281830965107
8,65.78947368421052,10.555555555555555,0.05000000000000001,41,2.659775335465545
8,65.78947368421052,10.555555555555555,0.06000000000000001,34,3.8396405280941024
8,65.78947368421052,10.555555555555555,0.07,29,5.335345600287872
8,65.78947368421052,10.555555555555555,0.08,26,6.752209130834132
8,65.78947368421052,10.555555555555555,0.09000000000000001,23,9.107869650256347
8,65.78947368421052,10.555555555555555,0.1,21,11.462914705609519
8,65.78947368421052,13.333333333333332,0.01,0,0.4
8,65.78947368421052,13.333333333333332,0.020000000000000004,0,0.4
8,65.78947368421052,13.333333333333332,0.030000000000000006,70,0.8989060699601436
8,65.78947368421052,13.333333333333332,0.04000000000000001,52,1.6605480020405439
8,65.78947368421052,13.333333333333332,0.05000000000000001,41,2.6422845995933497
8,65.78947368421052,13.333333333333332,0.06000000000000001,34,3.825237150996235
8,65.78947368421052,13.333333333333332,0.07,29,5.311418672575584
8,65.78947368421052,13.333333333333332,0.08,26,6.747051461455207
8,65.78947368421052,13.333333333333332,0.09000000000000001,23,9.070471037479498
8,65.78947368421052,13.333333333333332,0.1,21,11.417132380057446
8,65.78947368421052,16.11111111111111,0.01,0,0.4
8,65.78947368421052,16.11111111111111,0.020000000000000004,0,0.4
8,65.78947368421052,16.11111111111111,0.030000000000000006,71,0.8828244403758772
8,65.78947368421052,16.11111111111111,0.04000000000000001,52,1.6440864619289148
8,65.78947368421052,16.11111111111111,0.05000000000000001,41,2.6252007291182746
8,65.78947368421052,16.11111111111111,0.06000000000000001,34,3.8106180678623662
8,65.78947368421052,16.11111111111111,0.07,29,5.288567189836998
8,65.78947368421052,16.11111111111111,0.08,26,6.740993312293705
8,65.78947368421052,16.11111111111111,0.09000000000000001,23,9.034840307035935
8,65.78947368421052,16.11111111111111,0.1,21,11.373422074075386
8,65.78947368421052,18.88888888888889,0.01,0,0.4
8,65.78947368421052,18.88888888888889,0.020000000000000004,0,0.4
8,65.78947368421052,18.88888888888889,0.030000000000000006,72,0.8671300615337032
8,65.78947368421052,18.88888888888889,0.04000000000000001,52,1.627938840539909
8,65.78947368421052,18.88888888888889,0.05000000000000001,42,2.606839632863855
8,65.78947368421052,18.88888888888889,0.06000000000000001,34,3.7959018539009013
8,65.78947368421052,18.88888888888889,0.07,29,5.266722504778388
8,65.78947368421052,18.88888888888889,0.08,26,6.734176061846099
8,65.78947368421052,18.88888888888889,0.09000000000000001,23,9.000904422047128
8,65.78947368421052,18.88888888888889,0.1,21,11.33171715824659
8,65.78947368421052,21.666666666666664,0.01,0,0.4
8,65.78947368421052,21.666666666666664,0.020000000000000004,0,0.4
8,65.78947368421052,21.666666666666664,0.030000000000000006,72,0.8518517715831158
8,65.78947368421052,21.666666666666664,0.04000000000000001,53,1.6121571903509389
8,65.78947368421052,21.666666666666664,0.05000000000000001,42,2.5909817190995303
8,65.78947368421052,21.666666666666664,0.06000000000000001,35,3.79605536885941
8,65.78947368421052,21.666666666666664,0.07,30,5.1712682496916145
8,65.78947368421052,21.666666666666664,0.08,26,6.726730692678735
8,65.78947368421052,21.666666666666664,0.09000000000000001,23,8.96859878401981
8,65.78947368421052,21.666666666666664,0.1,21,11.291958092265627
8,65.78947368421052,24.444444444444443,0.01,0,0.4
8,65.78947368421052,24.444444444444443,0.020000000000000004,0,0.4
8,65.78947368421052,24.444444444444443,0.030000000000000006,73,0.8370164581338745
8,65.78947368421052,24.444444444444443,0.04000000000000001,53,1.5967399037297472
8,65.78947368421052,24.444444444444443,0.05000000000000001,42,2.575435543561607
8,65.78947368421052,24.444444444444443,0.06000000000000001,35,3.7791831376409575
8,65.78947368421052,24.444444444444443,0.07,30,5.15882529264228
8,65.78947368421052,24.444444444444443,0.08,26,6.718778722648821
8,65.78947368421052,24.444444444444443,0.09000000000000001,23,8.93786611357559
8,65.78947368421052,24.444444444444443,0.1,21,11.254091345209487
8,65.78947368421052,27.22222222222222,0.01,0,0.4
8,65.78947368421052,27.22222222222222,0.020000000000000004,0,0.4
8,65.78947368421052,27.22222222222222,0.030000000000000006,73,0.822649141769865
8,65.78947368421052,27.22222222222222,0.04000000000000001,53,1.5817424878300552
8,65.78947368421052,27.22222222222222,0.05000000000000001,42,2.5602481548090155
8,65.78947368421052,27.22222222222222,0.06000000000000001,35,3.7628734360509717
8,65.78947368421052,27.22222222222222,0.07,30,5.14632394862565
8,65.78947368421052,27.22222222222222,0.08,26,6.7104329637380555
8,65.78947368421052,27.22222222222222,0.09000000000000001,23,8.90865556532277
8,65.78947368421052,27.22222222222222,0.1,21,11.218068579689156
8,65.78947368421052,30.0,0.01,0,0.4
8,65.78947368421052,30.0,0.020000000000000004,0,0.4
8,65.78947368421052,30.0,0.030000000000000006,74,0.808773004917461
8,65.78947368421052,30.0,0.04000000000000001,53,1.5671937452731592
8,65.78947368421052,30.0,0.05000000000000001,42,2.5454615783391183
8,65.78947368421052,30.0,0.06000000000000001,35,3.7471274379165913
8,65.78947368421052,30.0,0.07,30,5.133853590330023
8,65.78947368421052,30.0,0.08,26,6.701798159081747
8,65.78947368421052,30.0,0.09000000000000001,23,8.880922008490833
8,65.78947368421052,30.0,0.1,21,11.183846022627325
8,73.68421052631578,5.0,0.01,0,0.4
8,73.68421052631578,5.0,0.020000000000000004,93,0.5155472601750857
8,73.68421052631578,5.0,0.030000000000000006,61,1.198547304869495
8,73.68421052631578,5.0,0.04000000000000001,46,2.1538515567374845
8,73.68421052631578,5.0,0.05000000000000001,36,3.371372278257383
8,73.68421052631578,5.0,0.06000000000000001,30,4.827294912387207
8,73.68421052631578,5.0,0.07,26,6.492395616054223
8,73.68421052631578,5.0,0.08,23,9.105703666043905
8,73.68421052631578,5.0,0.09000000000000001,20,10.235439569978524
8,73.68421052631578,5.0,0.1,18,12.249654014747358
8,73.68421052631578,7.777777777777778,0.01,0,0.4
8,73.68421052631578,7.777777777777778,0.020000000000000004,94,0.4988223605475749
8,73.68421052631578,7.777777777777778,0.030000000000000006,61,1.181399972620525
8,73.68421052631578,7.777777777777778,0.04000000000000001,46,2.1369679475495227
8,73.68421052631578,7.777777777777778,0.05000000000000001,37,3.3767102428493785
8,73.68421052631578,7.777777777777778,0.06000000000000001,31,4.916242077820029
8,73.68421052631578,7.777777777777778,0.07,26,6.489268172977247
8,73.68421052631578,7.777777777777778,0.08,23,9.064587265310585
8,73.68421052631578,7.777777777777778,0.09000000000000001,20,10.25258850055612
8,73.68421052631578,7.777777777777778,0.1,18,12.277992792995526
8,73.68421052631578,10.555555555555555,0.01,0,0.4
8,73.68421052631578,10.555555555555555,0.020000000000000004,96,0.48252211973592946
8,73.68421052631578,10.555555555555555,0.030000000000000006,62,1.1645093937361404
8,73.68421052631578,10.555555555555555,0.04000000000000001,46,2.1201399269830703
8,73.68421052631578,10.555555555555555,0.05000000000000001,37,3.3577078931783615
8,73.68421052631578,10.555555555555555,0.06000000000000001,31,4.893319272017981
8,73.68421052631578,10.555555555555555,0.07,26,6.4849053358857605
8,73.68421052631578,10.555555555555555,0.08,23,9.025421360415871
8,73.68421052631578,10.555555555555555,0.09000000000000001,20,10.267808293984888
8,73.68421052631578,10.555555555555555,0.1,18,12.304136049268502
8,73.68421052631578,13.333333333333332,0.01,0,0.4
8,73.68421052631578,13.333333333333332,0.020000000000000004,97,0.4666751651662857
8,73.68421052631578,13.333333333333332,0.030000000000000006,62,1.1479200665724172
8,73.68421052631578,13.333333333333332,0.04000000000000001,46,2.103454442929394
8,73.68421052631578,13.333333333333332,0.05000000000000001,37,3.3392895427264904
8,73.68421052631578,13.333333333333332,0.06000000000000001,31,4.871370945620293
8,73.68421052631578,13.333333333333332,0.07,26,6.479479182116131
8,73.68421052631578,13.333333333333332,0.08,23,8.988109776302473
8,73.68421052631578,13.333333333333332,0.09000000000000001,20,10.281246963838607
8,73.68421052631578,13.333333333333332,0.1,18,12.328218095458364
8,73.68421052631578,16.11111111111111,0.01,0,0.4
8,73.68421052631578,16.11111111111111,0.020000000000000004,99,0.45130711921879857
8,73.68421052631578,16.11111111111111,0.030000000000000006,63,1.131655135379377
8,73.68421052631578,16.11111111111111,0.04000000000000001,46,2.086980007414123
8,73.68421052631578,16.11111111111111,0.05000000000000001,37,3.3214126582927364
8,73.68421052631578,16.11111111111111,0.06000000000000001,31,4.850325341431045
8,73.68421052631578,16.11111111111111,0.07,26,6.473147653935672
8,73.68421052631578,16.11111111111111,0.08,23,8.952568359987058
8,73.68421052631578,16.11111111111111,0.09000000000000001,21,11.561134769804271
8,73.68421052631578,16.11111111111111,0.1,19,14.646672701898503
8,73.68421052631578,18.88888888888889,0.01,0,0.4
8,73.68421052631578,18.88888888888889,0.020000000000000004,101,0.4364406674657282
8,73.68421052631578,18.88888888888889,0.030000000000000006,63,1.1157462370762385
8,73.68421052631578,18.88888888888889,0.04000000000000001,47,2.071044466478286
8,73.68421052631578,18.88888888888889,0.05000000000000001,37,3.304051278611857
8,73.68421052631578,18.88888888888889,0.06000000000000001,31,4.830125904924892
8,73.68421052631578,18.88888888888889,0.07,26,6.466056251917475
8,73.68421052631578,18.88888888888889,0.08,23,8.918723014070341
8,73.68421052631578,18.88888888888889,0.09000000000000001,21,11.51923033462503
8,73.68421052631578,18.88888888888889,0.1,19,14.594230004448182
8,73.68421052631578,21.666666666666664,0.01,0,0.4
8,73.68421052631578,21.666666666666664,0.020000000000000004,102,0.4220956478488356
8,73.68421052631578,21.666666666666664,0.030000000000000006,64,1.1002256992531922
8,73.68421052631578,21.666666666666664,0.04000000000000001,47,2.0550642490056585
8,73.68421052631578,21.666666666666664,0.05000000000000001,37,3.2871921241587865
8,73.68421052631578,21.666666666666664,0.06000000000000001,31,4.810728792474076
8,73.68421052631578,21.666666666666664,0.07,26,6.458339336144236
8,73.68421052631578,21.666666666666664,0.08,23,8.886508221967304
8,73.68421052631578,21.666666666666664,0.09000000000000001,21,11.479270551860887
8,73.68421052631578,21.666666666666664,0.1,19,14.544121504971192
8,73.68421052631578,24.444444444444443,0.01,0,0.4
8,73.68421052631578,24.444444444444443,0.020000000000000004,104,0.40828915861539156
8,73.68421052631578,24.444444444444443,0.030000000000000006,64,1.0851229923591361
8,73.68421052631578,24.444444444444443,0.04000000000000001,47,2.0394708767112664
8,73.68421052631578,24.444444444444443,0.05000000000000001,37,3.270831568633229
8,73.68421052631578,24.444444444444443,0.06000000000000001,31,4.79210080804864
8,73.68421052631578,24.444444444444443,0.07,26,6.450121160403833
8,73.68421052631578,24.444444444444443,0.08,23,8.855865911674181
8,73.68421052631578,24.444444444444443,0.09000000000000001,21,11.441203412718346
8,73.68421052631578,24.444444444444443,0.1,19,14.496300682532114
8,73.68421052631578,27.22222222222222,0.01,0,0.4
8,73.68421052631578,27.22222222222222,0.020000000000000004,0,0.4
8,73.68421052631578,27.22222222222222,0.030000000000000006,64,1.0704656362886673
8,73.68421052631578,27.22222222222222,0.04000000000000001,47,2.024291870726645
8,73.68421052631578,27.22222222222222,0.05000000000000001,37,3.25497326839487
8,73.68421052631578,27.22222222222222,0.06000000000000001,31,4.774217669496346
8,73.68421052631578,27.22222222222222,0.07,26,6.441516720518347
8,73.68421052631578,27.22222222222222,0.08,23,8.826744556062476
8,73.68421052631578,27.22222222222222,0.09000000000000001,21,11.40498193963728
8,73.68421052631578,27.22222222222222,0.1,19,14.450725348243258
8,73.68421052631578,30.0,0.01,0,0.4
8,73.68421052631578,30.0,0.020000000000000004,0,0.4
8,73.68421052631578,30.0,0.030000000000000006,65,1.0562796723778112
8,73.68421052631578,30.0,0.04000000000000001,47,2.0095551063251795
8,73.68421052631578,30.0,0.05000000000000001,37,3.2396263005051016
8,73.68421052631578,30.0,0.06000000000000001,31,4.757062536163977
8,73.68421052631578,30.0,0.07,26,6.432632469999342
8,73.68421052631578,30.0,0.08,23,8.799098440746159
8,73.68421052631578,30.0,0.09000000000000001,21,11.370563571502133
8,73.68421052631578,30.0,0.1,19,14.40735698398199
8,81.57894736842105,5.0,0.01,0,0.4
8,81.57894736842105,5.0,0.020000000000000004,83,0.6388579788141536
8,81.57894736842105,5.0,0.030000000000000006,55,1.4762543607733485
8,81.57894736842105,5.0,0.04000000000000001,41,2.6525577330007004
8,81.57894736842105,5.0,0.05000000000000001,33,4.186159642845794
8,81.57894736842105,5.0,0.06000000000000001,28,5.888758792874545
8,81.57894736842105,5.0,0.07,24,7.87263125478553
8,81.57894736842105,5.0,0.08,21,11.37406312613215
8,81.57894736842105,5.0,0.09000000000000001,19,14.773140452918822
8,81.57894736842105,5.0,0.1,17,18.87484405525864
8,81.57894736842105,7.777777777777778,0.01,0,0.4
8,81.57894736842105,7.777777777777778,0.020000000000000004,84,0.6219973749441999
8,81.57894736842105,7.777777777777778,0.030000000000000006,55,1.4590057404030696
8,81.57894736842105,7.777777777777778,0.04000000000000001,41,2.634193309729752
8,81.57894736842105,7.777777777777778,0.05000000000000001,33,4.164193298834282
8,81.57894736842105,7.777777777777778,0.06000000000000001,28,5.8819942821167945
8,81.57894736842105,7.777777777777778,0.07,24,7.874925174617587
8,81.57894736842105,7.777777777777778,0.08,21,11.324077946356901
8,81.57894736842105,7.777777777777778,0.09000000000000001,19,14.71087075356192
8,81.57894736842105,7.777777777777778,0.1,17,18.79645295345084
8,81.57894736842105,10.555555555555555,0.01,0,0.4
8,81.57894736842105,10.555555555555555,0.020000000000000004,85,0.6055054808118743
8,81.57894736842105,10.555555555555555,0.030000000000000006,56,1.44196820368964
8,81.57894736842105,10.555555555555555,0.04000000000000001,41,2.61629594607068
